call_duration_sec,caller_risk_score,is_international_origin,time_of_day_hour,script_similarity_max,urgency_phrase_count,caller_complaint_count,callee_age_group,call_count_from_number_24h,spoofing_indicator,is_scam
366,0.18,0,23,0.19,0,2,26-35,1,0.15,0
10,0.16,0,22,0.16,0,3,36-45,2,0.35,0
283,0.79,1,10,0.47,3,8,55-65,45,0.77,1
562,0.55,1,19,0.35,7,13,55-65,27,0.22,1
101,0.56,0,9,0.6,1,2,26-35,1,0.11,0
30,0.46,0,6,0.2,2,2,26-35,12,0.48,0
37,0.07,0,7,0.56,1,1,46-55,9,0.42,0
252,0.1,0,13,0.18,1,0,46-55,1,0.54,0
1279,0.8,1,12,0.65,7,9,18-25,25,0.68,1
836,0.81,1,1,0.66,9,11,46-55,39,0.54,1
162,0.26,0,9,0.02,0,2,65+,4,0.02,0
880,0.7,1,10,0.76,7,8,55-65,16,0.85,1
118,0.09,0,17,0.17,3,1,36-45,6,0.16,0
169,0.26,0,16,0.42,1,0,46-55,2,0.31,0
266,0.59,1,20,0.7,4,9,36-45,76,0.82,1
219,0.16,0,21,0.05,0,0,26-35,3,0.39,0
668,0.52,0,12,0.63,7,8,65+,49,0.75,1
69,0.41,0,9,0.45,3,2,36-45,4,0.2,0
1744,0.82,1,9,0.64,4,13,65+,51,0.84,1
669,0.61,0,8,0.66,5,7,46-55,99,0.4,1
47,0.42,1,22,0.42,4,8,18-25,2,0.59,1
115,0.12,0,11,0.21,0,0,18-25,7,0.13,0
46,0.39,0,9,0.6,3,2,26-35,3,0.05,0
65,0.08,1,2,0.33,2,2,46-55,8,0.1,0
69,0.34,1,15,0.1,0,0,18-25,5,0.31,0
1497,0.44,0,11,0.88,6,6,26-35,54,0.48,1
29,0.13,0,17,0.3,0,2,36-45,5,0.17,0
291,0.37,0,2,0.48,0,1,18-25,3,0.1,0
78,0.5,0,18,0.07,0,0,18-25,2,0.11,0
85,0.29,0,13,0.54,1,0,46-55,1,0.37,0
104,0.07,1,21,0.19,0,0,46-55,1,0.33,0
549,0.35,1,13,0.6,1,2,18-25,9,0.3,0
76,0.4,0,6,0.11,0,0,26-35,3,0.47,0
93,0.44,1,5,0.34,0,1,46-55,15,0.22,0
27,0.25,0,2,0.11,2,3,18-25,1,0.34,0
65,0.31,0,18,0.1,1,2,36-45,6,0.2,0
50,0.41,1,0,0.17,0,0,26-35,3,0.28,0
42,0.39,0,13,0.15,2,1,26-35,4,0.05,0
102,0.08,0,13,0.16,0,0,36-45,1,0.62,0
462,0.86,0,13,0.75,5,7,36-45,64,0.6,1
3247,0.9,1,16,0.84,4,8,46-55,235,0.46,1
113,0.05,0,1,0.41,0,0,65+,1,0.06,0
113,0.26,0,17,0.32,1,0,65+,19,0.57,0
202,0.01,0,21,0.09,3,2,46-55,1,0.28,0
1614,0.76,0,12,0.74,9,8,55-65,112,0.78,1
1795,0.5,1,19,0.77,6,5,18-25,122,0.56,1
34,0.57,0,4,0.26,0,1,26-35,8,0.05,0
584,0.71,0,19,0.73,7,11,46-55,38,0.77,1
431,0.58,0,10,0.18,2,3,46-55,4,0.26,0
68,0.23,0,1,0.23,1,2,36-45,2,0.22,0
245,0.29,0,1,0.51,0,2,26-35,12,0.14,0
541,0.44,1,9,0.43,7,8,46-55,17,0.71,1
1078,0.55,1,8,0.76,6,6,65+,56,0.54,1
427,0.22,0,9,0.04,0,0,36-45,9,0.05,0
260,0.54,0,12,0.49,6,5,36-45,549,0.5,1
60,0.08,0,3,0.29,0,1,46-55,2,0.46,0
13,0.09,0,9,0.05,0,2,55-65,1,0.13,0
41,0.78,0,1,0.14,1,2,36-45,15,0.16,0
120,0.7,0,8,0.36,2,4,26-35,26,0.46,0
5,0.06,0,10,0.19,0,0,26-35,7,0.31,0
79,0.04,0,4,0.11,2,1,26-35,3,0.54,0
392,0.09,1,15,0.12,1,2,18-25,4,0.31,0
938,0.67,0,6,0.79,8,4,36-45,29,0.82,1
113,0.33,0,4,0.45,0,2,55-65,2,0.34,0
8,0.32,1,19,0.63,2,4,36-45,1,0.22,0
262,0.47,1,13,0.23,0,2,18-25,14,0.07,0
52,0.13,1,11,0.28,0,2,26-35,10,0.2,0
937,0.8,0,6,0.42,8,7,26-35,190,0.74,1
43,0.22,1,11,0.65,0,6,46-55,2,0.24,0
21,0.3,1,13,0.33,0,3,46-55,7,0.68,0
1178,0.64,0,9,0.58,4,4,46-55,210,0.47,1
20,0.85,0,5,0.58,1,9,55-65,19,0.21,0
31,0.11,0,19,0.49,1,1,55-65,3,0.2,0
129,0.14,0,23,0.46,4,1,18-25,14,0.22,0
2100,0.59,1,6,0.71,7,9,46-55,25,0.58,1
196,0.11,0,11,0.33,0,1,18-25,2,0.34,0
7,0.31,1,16,0.06,0,0,18-25,9,0.08,0
54,0.34,0,4,0.17,0,1,46-55,4,0.24,0
38,0.07,0,15,0.22,1,4,26-35,2,0.09,0
519,0.56,1,12,0.52,3,8,46-55,33,0.52,1
337,0.77,0,10,0.42,10,6,65+,53,0.71,1
12,0.37,1,5,0.13,1,1,36-45,1,0.13,0
40,0.31,0,18,0.61,0,2,26-35,2,0.05,0
583,0.47,1,12,0.35,4,9,65+,40,0.53,1
531,0.15,0,3,0.14,0,1,55-65,2,0.5,0
418,0.54,0,1,0.17,0,1,65+,2,0.07,0
12,0.27,0,12,0.34,1,2,46-55,5,0.37,0
164,0.24,0,12,0.17,0,0,65+,8,0.14,0
1020,0.47,1,18,0.6,7,7,26-35,19,0.6,1
20,0.27,0,2,0.2,0,1,46-55,15,0.31,0
100,0.13,0,17,0.22,0,0,46-55,2,0.2,0
85,0.82,0,11,0.91,5,11,55-65,8,0.85,1
107,0.37,0,13,0.56,0,3,55-65,3,0.17,0
293,0.15,0,12,0.14,1,0,26-35,3,0.25,0
13,0.13,0,16,0.23,2,0,36-45,2,0.15,0
69,0.12,0,7,0.54,0,0,55-65,6,0.41,0
135,0.31,0,3,0.32,2,1,26-35,10,0.39,0
175,0.22,0,13,0.03,2,1,36-45,1,0.45,0
1219,0.69,1,8,0.64,6,4,55-65,375,0.38,1
201,0.74,0,9,0.61,5,7,55-65,16,0.63,1
78,0.21,0,23,0.42,2,0,36-45,2,0.26,0
164,0.33,0,18,0.3,0,0,18-25,2,0.45,0
181,0.35,0,9,0.02,0,0,36-45,2,0.19,0
75,0.26,0,5,0.24,1,1,55-65,3,0.62,0
46,0.07,0,13,0.49,1,1,18-25,5,0.35,0
28,0.52,0,18,0.33,0,3,46-55,9,0.46,0
2346,0.71,1,22,0.71,3,6,46-55,48,0.91,1
63,0.15,0,9,0.51,2,1,26-35,2,0.35,0
1390,0.88,0,2,0.82,11,12,46-55,94,0.39,1
68,0.12,0,22,0.47,0,1,26-35,1,0.17,0
15,0.26,0,17,0.13,0,3,55-65,7,0.54,0
2169,0.47,0,7,0.78,3,8,26-35,28,0.47,1
753,0.15,0,23,0.32,0,1,46-55,5,0.52,0
1874,0.66,1,12,0.27,5,10,46-55,154,0.4,1
60,0.38,0,7,0.49,1,2,36-45,3,0.16,0
259,0.9,0,9,0.84,3,6,26-35,56,0.72,1
89,0.16,0,5,0.48,1,3,36-45,19,0.25,0
9,0.75,1,9,0.39,4,4,26-35,6,0.08,1
20,0.07,0,20,0.32,3,1,26-35,7,0.63,0
341,0.65,0,4,0.22,1,2,65+,10,0.29,0
22,0.53,0,19,0.19,0,1,55-65,9,0.07,0
99,0.2,0,19,0.37,1,3,26-35,2,0.32,0
69,0.07,0,4,0.21,1,0,55-65,1,0.53,0
16,0.08,1,2,0.56,0,1,26-35,10,0.23,0
1255,0.79,0,11,0.81,5,7,46-55,14,0.65,1
985,0.95,1,10,0.5,4,4,36-45,60,0.51,1
27,0.16,0,9,0.33,0,0,18-25,13,0.22,0
193,0.15,0,14,0.09,0,1,65+,5,0.18,0
35,0.23,0,19,0.55,1,1,36-45,1,0.06,0
73,0.63,0,21,0.24,1,0,36-45,17,0.15,0
10,0.22,1,1,0.2,1,1,26-35,28,0.4,0
192,0.19,0,12,0.33,2,3,36-45,5,0.41,0
68,0.25,0,18,0.27,1,2,65+,27,0.34,0
145,0.53,0,9,0.74,5,13,46-55,23,0.66,1
370,0.84,0,3,0.59,4,7,65+,123,0.91,1
92,0.25,0,4,0.32,1,1,36-45,1,0.2,0
80,0.19,0,9,0.05,1,2,26-35,1,0.32,0
8,0.2,0,20,0.26,0,1,18-25,2,0.13,0
100,0.29,0,11,0.3,0,1,36-45,12,0.41,0
333,0.58,1,9,0.75,8,10,55-65,23,0.24,1
43,0.14,0,14,0.27,1,1,55-65,3,0.3,0
670,0.37,1,6,0.61,7,9,18-25,160,0.41,1
91,0.67,0,17,0.39,1,2,36-45,25,0.31,0
71,0.06,0,23,0.28,0,4,26-35,5,0.21,0
67,0.23,0,15,0.13,0,1,26-35,7,0.24,0
235,0.19,0,7,0.23,0,3,26-35,1,0.14,0
167,0.72,0,8,0.45,9,7,46-55,202,0.68,1
36,0.33,0,14,0.3,1,0,36-45,5,0.24,0
223,0.17,0,13,0.02,2,3,55-65,5,0.02,0
304,0.32,0,5,0.21,0,1,65+,7,0.69,0
332,0.69,0,10,0.49,6,8,26-35,84,0.37,1
1029,0.63,1,3,0.59,7,4,65+,26,0.58,1
21,0.52,0,14,0.2,0,1,55-65,1,0.3,0
54,0.08,0,19,0.1,0,1,26-35,7,0.2,0
443,0.66,0,13,0.25,5,1,46-55,5,0.64,0
177,0.16,0,1,0.15,1,2,55-65,8,0.24,1
125,0.32,0,0,0.23,2,1,65+,14,0.28,0
169,0.28,0,5,0.44,5,7,55-65,20,0.5,0
193,0.11,0,1,0.32,0,1,55-65,6,0.01,0
12,0.18,0,21,0.15,0,2,55-65,5,0.23,0
18,0.26,0,6,0.42,2,1,55-65,4,0.26,0
321,0.16,0,18,0.59,6,7,55-65,31,0.71,1
305,0.63,0,11,0.78,1,12,36-45,80,0.67,1
98,0.5,0,23,0.08,0,0,55-65,11,0.45,0
450,0.14,0,0,0.47,0,0,26-35,6,0.18,0
18,0.19,0,9,0.01,0,0,36-45,2,0.26,0
269,0.89,0,6,0.75,4,10,18-25,18,0.64,1
16,0.36,0,17,0.16,0,1,18-25,3,0.28,0
355,0.02,0,4,0.43,2,0,26-35,3,0.18,0
33,0.42,0,7,0.4,0,1,18-25,9,0.75,0
65,0.19,0,18,0.07,1,3,18-25,6,0.26,0
182,0.94,1,10,0.36,8,10,46-55,49,0.76,1
272,0.41,0,11,0.19,0,0,26-35,11,0.59,0
8,0.16,0,14,0.66,0,1,36-45,19,0.18,0
42,0.05,0,6,0.07,0,3,46-55,6,0.22,0
290,0.5,1,11,0.65,4,4,55-65,216,0.62,1
73,0.4,0,21,0.27,1,3,26-35,2,0.27,0
64,0.34,0,14,0.45,1,2,18-25,19,0.05,0
617,0.33,1,15,0.27,0,0,26-35,13,0.06,0
444,0.83,0,8,0.3,1,12,46-55,3,0.27,1
123,0.18,0,1,0.15,2,0,55-65,3,0.07,0
49,0.07,0,13,0.49,0,2,55-65,2,0.41,0
77,0.36,0,18,0.21,1,0,18-25,11,0.68,0
864,0.92,1,10,0.73,6,13,18-25,27,0.64,1
25,0.3,1,15,0.3,1,1,18-25,3,0.07,0
1490,0.63,1,8,0.71,6,8,18-25,29,0.37,1
404,0.34,0,1,0.16,0,1,26-35,6,0.3,0
256,0.9,1,9,0.61,7,6,65+,97,0.32,1
179,0.73,0,9,0.53,7,12,46-55,31,0.75,1
424,0.66,1,2,0.66,8,8,36-45,10,0.66,1
2520,0.69,1,10,0.78,9,14,55-65,22,0.74,1
179,0.36,0,12,0.25,1,0,55-65,3,0.25,0
86,0.42,1,0,0.18,2,0,18-25,3,0.4,0
56,0.34,0,22,0.35,2,1,65+,9,0.3,0
291,0.22,0,6,0.46,0,0,26-35,3,0.29,0
121,0.15,0,17,0.28,0,3,18-25,3,0.3,0
697,0.58,1,14,0.3,6,7,55-65,125,0.73,1
52,0.23,0,12,0.19,0,0,36-45,3,0.31,0
41,0.7,0,7,0.27,1,8,46-55,12,0.91,0
46,0.31,0,0,0.42,0,2,55-65,2,0.43,0
600,0.63,0,10,0.45,6,6,36-45,111,0.23,1
53,0.18,0,23,0.31,0,1,46-55,22,0.17,0
182,0.35,0,20,0.11,3,1,36-45,2,0.11,0
235,0.43,1,21,0.21,1,0,46-55,2,0.32,0
62,0.46,1,20,0.25,1,2,36-45,7,0.35,0
306,0.11,0,0,0.25,2,2,18-25,4,0.23,0
107,0.11,0,11,0.37,2,1,65+,7,0.32,0
4306,0.71,1,17,0.56,6,6,26-35,119,0.47,1
156,0.1,0,18,0.2,0,2,55-65,4,0.41,0
23,0.32,0,16,0.44,0,2,36-45,9,0.12,0
73,0.19,0,11,0.35,1,0,18-25,4,0.33,1
101,0.14,0,3,0.08,0,1,18-25,1,0.17,0
49,0.06,0,10,0.38,1,1,36-45,1,0.32,0
495,0.21,0,6,0.06,0,3,55-65,1,0.55,0
83,0.17,0,5,0.19,4,0,36-45,22,0.09,0
523,0.81,1,8,0.8,3,6,18-25,17,0.37,1
353,0.19,0,9,0.49,1,4,36-45,1,0.36,0
123,0.27,0,3,0.24,1,1,55-65,36,0.09,0
70,0.15,0,16,0.14,0,1,55-65,1,0.44,0
509,0.81,1,7,0.46,7,7,36-45,177,0.48,1
888,0.6,0,8,0.7,4,9,26-35,29,0.54,1
205,0.02,0,3,0.16,3,1,55-65,3,0.27,0
89,0.37,0,12,0.34,0,2,26-35,1,0.42,0
1342,0.46,1,8,0.74,7,8,36-45,39,0.8,1
1032,0.56,0,12,0.82,7,9,18-25,127,0.55,1
57,0.17,0,5,0.11,0,1,26-35,7,0.22,0
13,0.34,0,23,0.14,0,1,36-45,4,0.45,0
53,0.19,0,4,0.25,0,0,55-65,16,0.03,0
520,0.1,0,12,0.15,1,1,26-35,4,0.25,0
414,0.73,1,10,0.52,9,5,55-65,16,0.52,1
9,0.04,0,18,0.18,1,0,26-35,2,0.33,0
440,0.82,1,20,0.72,6,6,46-55,33,0.64,1
96,0.32,0,5,0.2,1,0,36-45,2,0.52,0
149,0.96,0,10,0.74,3,6,55-65,81,0.75,1
260,0.5,0,4,0.11,0,2,55-65,5,0.35,0
107,0.3,0,15,0.13,1,1,26-35,4,0.49,0
180,0.05,1,19,0.52,2,0,26-35,2,0.18,0
76,0.27,0,19,0.41,6,2,18-25,153,0.19,0
1254,0.38,0,2,0.21,5,0,26-35,6,0.87,0
528,0.49,1,9,0.7,10,7,18-25,7,0.46,1
86,0.06,0,21,0.29,0,0,36-45,8,0.52,0
32,0.4,1,8,0.24,0,1,26-35,2,0.39,0
2142,0.63,1,12,0.66,7,10,46-55,40,0.38,1
40,0.39,0,21,0.42,1,2,36-45,9,0.34,0
354,0.26,0,16,0.3,2,2,18-25,2,0.52,1
815,0.71,0,1,0.76,4,3,55-65,128,0.74,1
79,0.27,0,10,0.09,0,1,46-55,5,0.36,0
984,0.77,1,10,0.19,5,11,65+,24,0.6,1
257,0.66,1,9,0.33,4,8,36-45,74,0.4,1
113,0.8,0,13,0.64,5,8,65+,40,0.56,1
494,0.52,0,13,0.55,2,8,36-45,24,0.32,1
268,0.64,1,11,0.39,5,4,36-45,7,0.42,1
341,0.13,0,2,0.23,0,0,26-35,11,0.21,0
267,0.11,0,2,0.31,0,1,18-25,6,0.42,0
494,0.03,0,5,0.07,0,1,26-35,4,0.3,0
416,0.9,1,9,0.66,3,4,46-55,257,0.87,1
1737,0.18,1,18,0.66,0,0,26-35,13,0.17,0
52,0.22,0,17,0.17,2,1,18-25,6,0.54,0
532,0.66,0,11,0.34,0,1,26-35,18,0.12,0
166,0.17,0,11,0.05,1,1,55-65,3,0.43,0
55,0.41,0,2,0.17,1,0,46-55,3,0.26,0
134,0.66,0,15,0.75,9,7,55-65,48,0.47,1
14,0.15,0,5,0.59,0,1,46-55,9,0.21,0
32,0.19,0,1,0.39,0,1,26-35,1,0.25,0
230,0.2,0,13,0.16,1,1,18-25,7,0.11,0
263,0.38,0,11,0.22,0,3,26-35,1,0.18,0
3139,0.34,1,8,0.66,1,1,46-55,3,0.37,0
973,0.16,0,12,0.06,0,0,46-55,11,0.47,0
475,0.08,0,11,0.48,1,1,26-35,11,0.6,0
73,0.24,0,19,0.15,0,0,18-25,11,0.59,0
65,0.07,1,15,0.4,0,1,18-25,8,0.26,0
5,0.21,0,18,0.27,1,0,26-35,9,0.35,0
57,0.09,0,3,0.17,1,0,46-55,2,0.12,0
210,0.54,1,23,0.22,1,0,36-45,8,0.1,0
66,0.18,0,1,0.27,1,0,36-45,5,0.03,0
1003,0.45,0,10,0.62,2,4,36-45,48,0.59,1
55,0.14,1,23,0.51,0,0,26-35,2,0.39,0
170,0.38,0,21,0.47,0,1,46-55,1,0.42,0
41,0.02,0,22,0.33,0,1,46-55,8,0.22,0
455,0.56,0,7,0.26,0,1,65+,2,0.21,0
103,0.3,0,4,0.22,0,2,36-45,3,0.3,0
2092,0.62,0,12,0.78,4,9,26-35,122,0.6,0
224,0.12,0,22,0.26,2,1,18-25,7,0.34,0
1100,0.84,1,12,0.68,3,8,26-35,203,0.68,1
103,0.22,0,23,0.08,2,2,36-45,4,0.21,0
103,0.03,1,11,0.39,1,9,46-55,3,0.77,1
464,0.32,0,16,0.43,7,8,55-65,78,0.56,1
225,0.44,0,9,0.26,3,0,26-35,25,0.2,0
231,0.59,1,11,0.64,8,11,26-35,40,0.69,0
199,0.63,0,7,0.3,0,1,46-55,6,0.08,0
88,0.25,0,3,0.14,0,0,46-55,1,0.63,0
850,0.56,0,13,0.71,7,5,36-45,50,0.52,1
326,0.46,0,4,0.3,0,1,26-35,7,0.43,0
35,0.11,0,19,0.44,1,2,18-25,1,0.19,0
165,0.3,0,4,0.23,1,1,26-35,3,0.42,0
561,0.61,0,1,0.74,9,6,26-35,19,0.66,1
84,0.28,0,6,0.32,1,1,65+,5,0.16,0
45,0.46,0,15,0.26,0,1,46-55,8,0.15,0
262,0.47,0,10,0.62,1,3,26-35,94,0.68,0
31,0.54,0,1,0.57,3,2,65+,100,0.31,0
541,0.84,0,9,0.25,4,9,18-25,154,0.51,1
433,0.42,1,16,0.37,3,9,55-65,18,0.78,1
153,0.84,0,9,0.53,9,3,46-55,236,0.49,1
146,0.62,1,2,0.4,1,1,36-45,23,0.18,0
49,0.52,0,16,0.51,2,2,55-65,7,0.31,0
520,0.5,0,13,0.44,8,10,36-45,62,0.78,1
261,0.74,1,19,0.81,7,1,65+,11,0.79,1
288,0.28,0,18,0.32,3,2,36-45,5,0.14,0
357,0.29,0,10,0.52,3,8,36-45,48,0.63,1
1466,0.6,1,10,0.81,6,10,55-65,235,0.72,1
13,0.09,0,13,0.24,0,1,36-45,4,0.41,0
11,0.3,0,9,0.44,1,1,26-35,4,0.26,0
133,0.89,1,20,0.5,8,4,36-45,80,0.59,1
238,0.63,0,16,0.49,3,5,36-45,126,0.76,0
157,0.78,0,12,0.12,0,7,65+,88,0.83,1
47,0.3,0,23,0.47,1,1,36-45,3,0.09,0
290,0.55,0,8,0.28,2,4,55-65,12,0.39,0
301,0.67,1,8,0.81,9,9,55-65,42,0.55,1
114,0.12,0,18,0.45,0,2,65+,2,0.12,0
111,0.48,0,8,0.11,0,3,65+,3,0.43,0
41,0.54,0,13,0.41,0,0,46-55,1,0.44,0
2494,0.86,0,15,0.66,6,8,55-65,64,0.56,1
1009,0.59,1,14,0.69,5,6,65+,17,0.75,1
238,0.05,0,2,0.35,0,3,55-65,5,0.34,0
56,0.42,0,10,0.28,0,4,65+,3,0.27,0
85,0.11,1,0,0.38,2,1,46-55,9,0.04,0
295,0.53,0,3,0.27,0,2,36-45,2,0.49,0
114,0.06,1,23,0.5,9,1,65+,11,0.13,0
1126,0.73,1,10,0.64,4,8,55-65,87,0.71,1
244,0.19,1,4,0.08,0,2,46-55,2,0.17,0
142,0.85,1,10,0.69,13,5,46-55,102,0.42,1
40,0.25,0,19,0.12,1,1,18-25,1,0.31,0
208,0.09,0,15,0.19,1,0,26-35,4,0.14,0
18,0.35,0,15,0.24,1,0,36-45,1,0.43,0
1972,0.74,1,10,0.63,8,10,26-35,319,0.53,1
161,0.46,0,8,0.21,0,3,26-35,48,0.25,0
358,0.76,1,18,0.51,5,13,26-35,3,0.71,0
93,0.03,0,8,0.2,0,1,46-55,12,0.05,0
1216,0.91,1,19,0.45,6,9,26-35,66,0.41,1
502,0.89,0,11,0.41,5,12,55-65,18,0.79,1
1243,0.68,1,9,0.39,4,6,55-65,96,0.68,1
2866,0.84,1,22,0.51,2,9,55-65,221,0.68,1
446,0.46,0,2,0.29,0,3,26-35,12,0.4,0
252,0.91,1,10,0.58,2,8,46-55,33,0.54,1
630,0.6,0,14,0.42,2,9,36-45,107,0.86,1
250,0.48,1,11,0.61,5,8,65+,36,0.81,1
11,0.05,0,18,0.13,1,1,26-35,2,0.64,0
2084,0.61,1,6,0.62,3,5,26-35,268,0.53,1
106,0.25,0,9,0.36,6,12,46-55,15,0.2,0
566,0.83,0,17,0.53,14,9,55-65,44,0.65,1
102,0.34,1,9,0.07,0,0,36-45,5,0.66,0
532,0.89,0,0,0.74,5,4,65+,11,0.56,1
73,0.5,0,5,0.58,0,1,18-25,5,0.33,0
36,0.22,0,18,0.24,3,2,36-45,13,0.01,1
184,0.14,0,2,0.23,0,1,18-25,1,0.14,0
33,0.09,0,19,0.13,0,4,46-55,12,0.16,0
75,0.59,0,12,0.72,1,2,65+,248,0.22,0
12,0.2,0,11,0.31,0,1,36-45,1,0.18,0
54,0.01,0,5,0.59,0,0,18-25,7,0.46,0
28,0.51,0,16,0.51,0,2,26-35,2,0.33,0
53,0.29,0,2,0.33,0,2,65+,8,0.21,0
69,0.35,0,9,0.16,0,1,26-35,1,0.08,0
52,0.14,0,22,0.21,0,3,18-25,15,0.17,0
714,0.45,1,9,0.61,5,4,65+,129,0.78,1
262,0.28,0,1,0.71,1,2,36-45,4,0.25,0
72,0.59,0,23,0.2,2,1,65+,4,0.22,0
122,0.11,0,6,0.42,1,4,65+,9,0.4,0
1641,0.21,1,18,0.72,6,5,46-55,2,0.2,0
436,0.83,0,8,0.62,8,9,26-35,26,0.37,1
32,0.13,0,8,0.12,1,2,65+,7,0.53,0
795,0.34,0,17,0.6,0,1,55-65,6,0.3,0
18,0.67,0,11,0.89,0,2,36-45,2,0.73,0
354,0.64,0,0,0.88,4,6,36-45,37,0.7,1
726,0.69,0,6,0.65,10,2,65+,459,0.42,1
52,0.3,0,12,0.13,1,2,18-25,6,0.12,0
62,0.58,0,18,0.25,5,0,18-25,2,0.03,0
72,0.2,1,10,0.59,8,4,55-65,1,0.75,0
22,0.15,0,0,0.35,2,1,46-55,1,0.36,0
81,0.1,0,22,0.17,1,1,18-25,11,0.06,1
21,0.22,0,22,0.41,0,1,65+,2,0.34,0
120,0.15,0,19,0.16,0,0,46-55,1,0.24,0
1193,0.67,1,10,0.43,6,10,46-55,101,0.66,1
435,0.12,0,8,0.12,0,2,26-35,7,0.34,0
61,0.11,1,22,0.43,0,0,36-45,2,0.13,0
532,0.11,0,3,0.18,2,2,18-25,2,0.21,0
233,0.59,0,22,0.77,6,11,65+,24,0.82,1
43,0.24,0,22,0.3,2,2,26-35,42,0.27,0
80,0.23,0,1,0.26,2,1,26-35,17,0.18,0
301,0.19,0,1,0.26,0,2,55-65,9,0.38,0
11,0.2,1,6,0.54,3,2,26-35,8,0.23,0
44,0.2,0,23,0.24,0,1,55-65,3,0.19,0
367,0.64,0,12,0.76,6,8,65+,62,0.39,1
303,0.54,1,11,0.75,8,11,36-45,74,0.86,1
93,0.12,0,13,0.05,0,1,55-65,2,0.23,0
197,0.76,0,10,0.63,6,5,65+,134,0.88,1
447,0.49,0,13,0.65,4,7,26-35,108,0.5,1
37,0.18,0,10,0.44,0,1,36-45,1,0.07,0
100,0.53,0,15,0.45,0,0,36-45,1,0.19,0
1085,0.74,0,11,0.48,9,6,46-55,41,0.73,1
252,0.12,0,5,0.28,1,1,26-35,1,0.24,0
851,0.64,0,11,0.54,6,9,26-35,43,0.69,1
356,0.34,0,14,0.35,1,1,26-35,3,0.29,0
24,0.52,0,13,0.59,2,8,26-35,25,0.31,0
52,0.85,0,13,0.93,0,5,26-35,33,0.37,0
94,0.17,1,5,0.22,0,0,65+,2,0.53,0
30,0.18,0,1,0.35,0,0,36-45,21,0.22,0
397,0.91,0,22,0.31,5,8,65+,15,0.48,1
405,0.61,1,9,0.66,6,11,65+,31,0.61,1
374,0.11,0,13,0.33,2,0,18-25,3,0.17,0
10,0.29,0,19,0.24,0,1,55-65,17,0.13,0
1430,0.72,1,13,0.47,8,8,55-65,57,0.81,1
1867,0.83,1,10,0.42,5,5,46-55,308,0.86,1
1287,0.76,0,11,0.68,6,15,18-25,47,0.73,1
616,0.72,1,6,0.61,3,5,18-25,105,0.47,1
1188,0.7,1,9,0.8,3,9,65+,205,0.61,1
65,0.28,0,17,0.46,1,1,36-45,8,0.16,0
233,0.52,0,10,0.89,5,6,65+,129,0.62,1
30,0.35,0,2,0.5,2,1,36-45,1,0.13,0
81,0.07,0,4,0.36,0,1,18-25,4,0.29,0
34,0.3,0,1,0.48,0,2,18-25,6,0.15,0
15,0.08,0,18,0.24,1,3,18-25,1,0.21,0
92,0.11,0,4,0.18,1,2,26-35,16,0.37,0
1182,0.73,1,7,0.72,3,5,36-45,45,0.69,1
1221,0.17,0,11,0.36,0,1,26-35,48,0.8,1
471,0.82,1,11,0.69,3,9,18-25,7,0.9,1
220,0.17,0,16,0.32,1,3,18-25,6,0.35,1
196,0.07,0,13,0.37,4,3,36-45,9,0.28,0
553,0.04,0,12,0.21,0,1,18-25,2,0.47,0
64,0.49,0,5,0.47,4,4,46-55,193,0.71,0
184,0.23,0,21,0.11,0,3,26-35,18,0.13,0
133,0.82,1,13,0.71,9,6,65+,118,0.57,1
112,0.33,1,8,0.22,1,1,36-45,3,0.25,0
27,0.15,0,17,0.29,1,0,36-45,5,0.14,0
622,0.17,1,7,0.43,0,1,18-25,1,0.05,0
40,0.14,0,20,0.24,3,2,65+,4,0.5,0
235,0.59,1,8,0.52,4,9,55-65,115,0.79,1
317,0.57,1,11,0.74,7,11,46-55,102,0.76,1
85,0.13,0,11,0.33,0,0,55-65,8,0.33,0
1428,0.59,1,7,0.7,6,5,55-65,41,0.83,1
452,0.04,0,8,0.24,0,3,18-25,4,0.25,0
172,0.55,1,14,0.74,5,7,46-55,43,0.8,1
68,0.11,0,15,0.35,1,1,18-25,8,0.18,0
109,0.35,0,20,0.17,0,3,26-35,6,0.23,0
2217,0.82,1,14,0.77,5,7,46-55,27,0.68,1
228,0.6,1,23,0.31,4,10,55-65,35,0.78,1
135,0.37,0,6,0.07,1,0,26-35,6,0.14,0
242,0.38,0,3,0.28,1,3,26-35,6,0.31,0
104,0.14,1,20,0.17,1,1,65+,1,0.11,1
559,0.8,1,14,0.48,9,11,26-35,112,0.54,1
74,0.12,0,7,0.18,1,1,55-65,22,0.41,0
523,0.46,0,11,0.4,3,2,46-55,2,0.54,0
93,0.15,0,10,0.19,0,3,18-25,6,0.11,1
103,0.3,0,14,0.21,0,4,36-45,1,0.24,0
177,0.2,0,13,0.48,1,1,18-25,2,0.4,0
283,0.58,1,13,0.66,6,6,65+,18,0.9,1
965,0.69,1,12,0.65,7,6,55-65,24,0.46,1
53,0.2,1,22,0.23,1,2,65+,13,0.26,0
77,0.09,1,1,0.34,0,2,18-25,1,0.27,0
599,0.69,0,1,0.71,8,5,65+,49,0.75,1
184,0.84,1,10,0.53,7,4,26-35,20,0.48,1
160,0.69,0,4,0.15,0,3,65+,1,0.18,0
738,0.28,1,22,0.61,9,10,65+,214,0.54,0
1582,0.66,1,22,0.58,8,4,65+,26,0.75,1
